date,Hour,Junction,Vehicles,DayOfWeek,Month,Weekend,Vehicles_Lag1,Vehicles_Lag24,temperature,dew_point,specific humidity,relative_humidity,precipitation,wind_speed,holiday
2015-01-11,0,1,0.07821229050279331,6,1,1,0.07821229050279331,0.07821229050279331,0.09197211603328087,0.2852541982976766,0.08493870402802103,0.42801719618328615,0.0,0.35358565737051795,0
2015-01-11,0,2,0.027932960893854747,6,1,1,0.07821229050279331,0.07821229050279331,0.09197211603328087,0.2852541982976766,0.08493870402802103,0.42801719618328615,0.0,0.35358565737051795,0
2015-01-11,0,3,0.0446927374301676,6,1,1,0.07821229050279331,0.07821229050279331,0.09197211603328087,0.2852541982976766,0.08493870402802103,0.42801719618328615,0.0,0.35358565737051795,0
2015-01-11,1,1,0.06703910614525141,6,1,1,0.07821229050279331,0.07821229050279331,0.07533168428153811,0.28042328042328046,0.08318739054290719,0.44584250812624515,0.0,0.34960159362549803,0
2015-01-11,1,2,0.027932960893854747,6,1,1,0.027932960893854747,0.07821229050279331,0.07533168428153811,0.28042328042328046,0.08318739054290719,0.44584250812624515,0.0,0.34960159362549803,0
2015-01-11,1,3,0.0335195530726257,6,1,1,0.0446927374301676,0.07821229050279331,0.07533168428153811,0.28042328042328046,0.08318739054290719,0.44584250812624515,0.0,0.34960159362549803,0
2015-01-11,2,1,0.05027932960893855,6,1,1,0.06703910614525141,0.07821229050279331,0.06004047672588261,0.27743271221532095,0.0818739054290718,0.4639823843976093,0.0,0.33864541832669326,0
2015-01-11,2,2,0.0223463687150838,6,1,1,0.027932960893854747,0.07821229050279331,0.06004047672588261,0.27743271221532095,0.0818739054290718,0.4639823843976093,0.0,0.33864541832669326,0
2015-01-11,2,3,0.0223463687150838,6,1,1,0.0335195530726257,0.07821229050279331,0.06004047672588261,0.27743271221532095,0.0818739054290718,0.4639823843976093,0.0,0.33864541832669326,0
2015-01-11,3,1,0.0335195530726257,6,1,1,0.05027932960893855,0.07821229050279331,0.046773105464358006,0.27467218771566604,0.08056042031523641,0.47950089126559714,0.0,0.3306772908366534,0
2015-01-11,3,2,0.027932960893854747,6,1,1,0.0223463687150838,0.07821229050279331,0.046773105464358006,0.27467218771566604,0.08056042031523641,0.47950089126559714,0.0,0.3306772908366534,0
2015-01-11,3,3,0.0,6,1,1,0.0223463687150838,0.07821229050279331,0.046773105464358006,0.27467218771566604,0.08056042031523641,0.47950089126559714,0.0,0.3306772908366534,0
2015-01-11,4,1,0.0446927374301676,6,1,1,0.0335195530726257,0.07821229050279331,0.03597931189565999,0.2719116632160111,0.0796847635726795,0.4936562860438293,0.0,0.3266932270916335,0
2015-01-11,4,2,0.0335195530726257,6,1,1,0.027932960893854747,0.07821229050279331,0.03597931189565999,0.2719116632160111,0.0796847635726795,0.4936562860438293,0.0,0.3266932270916335,0
2015-01-11,4,3,0.00558659217877095,6,1,1,0.0,0.07821229050279331,0.03597931189565999,0.2719116632160111,0.0796847635726795,0.4936562860438293,0.0,0.3266932270916335,0
2015-01-11,5,1,0.027932960893854747,6,1,1,0.0446927374301676,0.07821229050279331,0.026085001124353496,0.2698412698412699,0.0788091068301226,0.506972842612981,0.0,0.32370517928286857,0
2015-01-11,5,2,0.00558659217877095,6,1,1,0.0335195530726257,0.07821229050279331,0.026085001124353496,0.2698412698412699,0.0788091068301226,0.506972842612981,0.0,0.32370517928286857,0
2015-01-11,5,3,0.00558659217877095,6,1,1,0.00558659217877095,0.07821229050279331,0.026085001124353496,0.2698412698412699,0.0788091068301226,0.506972842612981,0.0,0.32370517928286857,0
2015-01-11,6,1,0.0446927374301676,6,1,1,0.027932960893854747,0.07821229050279331,0.01821452664717786,0.2677708764665287,0.07749562171628721,0.51504666037538,0.0,0.31972111553784865,0
2015-01-11,6,2,0.01675977653631285,6,1,1,0.00558659217877095,0.07821229050279331,0.01821452664717786,0.2677708764665287,0.07749562171628721,0.51504666037538,0.0,0.31972111553784865,0
2015-01-11,6,3,0.011173184357541898,6,1,1,0.00558659217877095,0.07821229050279331,0.01821452664717786,0.2677708764665287,0.07749562171628721,0.51504666037538,0.0,0.31972111553784865,0
2015-01-11,7,1,0.03910614525139665,6,1,1,0.0446927374301676,0.07821229050279331,0.07600629637958176,0.2758224062571889,0.0809982486865149,0.43672014260249553,0.0,0.3266932270916335,0
2015-01-11,7,2,0.01675977653631285,6,1,1,0.01675977653631285,0.07821229050279331,0.07600629637958176,0.2758224062571889,0.0809982486865149,0.43672014260249553,0.0,0.3266932270916335,0
2015-01-11,7,3,0.01675977653631285,6,1,1,0.011173184357541898,0.07821229050279331,0.07600629637958176,0.2758224062571889,0.0809982486865149,0.43672014260249553,0.0,0.3266932270916335,0
2015-01-11,8,1,0.0558659217877095,6,1,1,0.03910614525139665,0.07821229050279331,0.14886440296829323,0.2691511387163562,0.07793345008756566,0.3314459473629024,0.0,0.3814741035856574,0
2015-01-11,8,2,0.011173184357541898,6,1,1,0.01675977653631285,0.07821229050279331,0.14886440296829323,0.2691511387163562,0.07793345008756566,0.3314459473629024,0.0,0.3814741035856574,0
2015-01-11,8,3,0.011173184357541898,6,1,1,0.01675977653631285,0.07821229050279331,0.14886440296829323,0.2691511387163562,0.07793345008756566,0.3314459473629024,0.0,0.3814741035856574,0
2015-01-11,9,1,0.061452513966480445,6,1,1,0.0558659217877095,0.07821229050279331,0.2275691477400495,0.2900851161720728,0.08712784588441333,0.27587291601132435,0.0,0.2848605577689243,0
2015-01-11,9,2,0.011173184357541898,6,1,1,0.011173184357541898,0.07821229050279331,0.2275691477400495,0.2900851161720728,0.08712784588441333,0.27587291601132435,0.0,0.2848605577689243,0
2015-01-11,9,3,0.027932960893854747,6,1,1,0.011173184357541898,0.07821229050279331,0.2275691477400495,0.2900851161720728,0.08712784588441333,0.27587291601132435,0.0,0.2848605577689243,0
2015-01-11,10,1,0.07821229050279331,6,1,1,0.061452513966480445,0.07821229050279331,0.33145941083876773,0.2795031055900622,0.08274956217162874,0.1845444059976932,0.0,0.37151394422310763,0
