date,Hour,Junction,Vehicles,DayOfWeek,Month,Weekend,Vehicles_Lag1,Vehicles_Lag24,temperature,dew_point,specific humidity,relative_humidity,precipitation,wind_speed,holiday
2015-01-11,0,1,0.07821229050279331,6,1,1,0.07821229050279331,0.07821229050279331,7.33,-3.56,2.92,45.45,0.0,3.61,0
2015-01-11,0,2,0.027932960893854747,6,1,1,0.07821229050279331,0.07821229050279331,7.33,-3.56,2.92,45.45,0.0,3.61,0
2015-01-11,0,3,0.0446927374301676,6,1,1,0.07821229050279331,0.07821229050279331,7.33,-3.56,2.92,45.45,0.0,3.61,0
2015-01-11,1,1,0.06703910614525141,6,1,1,0.07821229050279331,0.07821229050279331,6.59,-3.77,2.88,47.15,0.0,3.57,0
2015-01-11,1,2,0.027932960893854747,6,1,1,0.027932960893854747,0.07821229050279331,6.59,-3.77,2.88,47.15,0.0,3.57,0
2015-01-11,1,3,0.0335195530726257,6,1,1,0.0446927374301676,0.07821229050279331,6.59,-3.77,2.88,47.15,0.0,3.57,0
2015-01-11,2,1,0.05027932960893855,6,1,1,0.06703910614525141,0.07821229050279331,5.91,-3.9,2.85,48.88,0.0,3.46,0
2015-01-11,2,2,0.0223463687150838,6,1,1,0.027932960893854747,0.07821229050279331,5.91,-3.9,2.85,48.88,0.0,3.46,0
2015-01-11,2,3,0.0223463687150838,6,1,1,0.0335195530726257,0.07821229050279331,5.91,-3.9,2.85,48.88,0.0,3.46,0
2015-01-11,3,1,0.0335195530726257,6,1,1,0.05027932960893855,0.07821229050279331,5.32,-4.02,2.82,50.36,0.0,3.38,0
2015-01-11,3,2,0.027932960893854747,6,1,1,0.0223463687150838,0.07821229050279331,5.32,-4.02,2.82,50.36,0.0,3.38,0
2015-01-11,3,3,0.0,6,1,1,0.0223463687150838,0.07821229050279331,5.32,-4.02,2.82,50.36,0.0,3.38,0
2015-01-11,4,1,0.0446927374301676,6,1,1,0.0335195530726257,0.07821229050279331,4.84,-4.14,2.8,51.71,0.0,3.34,0
2015-01-11,4,2,0.0335195530726257,6,1,1,0.027932960893854747,0.07821229050279331,4.84,-4.14,2.8,51.71,0.0,3.34,0
2015-01-11,4,3,0.00558659217877095,6,1,1,0.0,0.07821229050279331,4.84,-4.14,2.8,51.71,0.0,3.34,0
2015-01-11,5,1,0.027932960893854747,6,1,1,0.0446927374301676,0.07821229050279331,4.4,-4.23,2.78,52.98,0.0,3.31,0
2015-01-11,5,2,0.00558659217877095,6,1,1,0.0335195530726257,0.07821229050279331,4.4,-4.23,2.78,52.98,0.0,3.31,0
2015-01-11,5,3,0.00558659217877095,6,1,1,0.00558659217877095,0.07821229050279331,4.4,-4.23,2.78,52.98,0.0,3.31,0
2015-01-11,6,1,0.0446927374301676,6,1,1,0.027932960893854747,0.07821229050279331,4.05,-4.32,2.75,53.75,0.0,3.27,0
2015-01-11,6,2,0.01675977653631285,6,1,1,0.00558659217877095,0.07821229050279331,4.05,-4.32,2.75,53.75,0.0,3.27,0
2015-01-11,6,3,0.011173184357541898,6,1,1,0.00558659217877095,0.07821229050279331,4.05,-4.32,2.75,53.75,0.0,3.27,0
2015-01-11,7,1,0.03910614525139665,6,1,1,0.0446927374301676,0.07821229050279331,6.62,-3.97,2.83,46.28,0.0,3.34,0
2015-01-11,7,2,0.01675977653631285,6,1,1,0.01675977653631285,0.07821229050279331,6.62,-3.97,2.83,46.28,0.0,3.34,0
2015-01-11,7,3,0.01675977653631285,6,1,1,0.011173184357541898,0.07821229050279331,6.62,-3.97,2.83,46.28,0.0,3.34,0
2015-01-11,8,1,0.0558659217877095,6,1,1,0.03910614525139665,0.07821229050279331,9.86,-4.26,2.76,36.24,0.0,3.89,0
2015-01-11,8,2,0.011173184357541898,6,1,1,0.01675977653631285,0.07821229050279331,9.86,-4.26,2.76,36.24,0.0,3.89,0
2015-01-11,8,3,0.011173184357541898,6,1,1,0.01675977653631285,0.07821229050279331,9.86,-4.26,2.76,36.24,0.0,3.89,0
2015-01-11,9,1,0.061452513966480445,6,1,1,0.0558659217877095,0.07821229050279331,13.36,-3.35,2.97,30.94,0.0,2.92,0
2015-01-11,9,2,0.011173184357541898,6,1,1,0.011173184357541898,0.07821229050279331,13.36,-3.35,2.97,30.94,0.0,2.92,0
2015-01-11,9,3,0.027932960893854747,6,1,1,0.011173184357541898,0.07821229050279331,13.36,-3.35,2.97,30.94,0.0,2.92,0
2015-01-11,10,1,0.07821229050279331,6,1,1,0.061452513966480445,0.07821229050279331,17.98,-3.81,2.87,22.23,0.0,3.79,0
2015-01-11,10,2,0.03910614525139665,6,1,1,0.011173184357541898,0.07821229050279331,17.98,-3.81,2.87,22.23,0.0,3.79,0
2015-01-11,10,3,0.061452513966480445,6,1,1,0.027932960893854747,0.07821229050279331,17.98,-3.81,2.87,22.23,0.0,3.79,0
2015-01-11,11,1,0.0893854748603352,6,1,1,0.07821229050279331,0.07821229050279331,20.82,-4.3,2.76,17.89,0.0,4.24,0
2015-01-11,11,2,0.0223463687150838,6,1,1,0.03910614525139665,0.07821229050279331,20.82,-4.3,2.76,17.89,0.0,4.24,0
2015-01-11,11,3,0.027932960893854747,6,1,1,0.061452513966480445,0.07821229050279331,20.82,-4.3,2.76,17.89,0.0,4.24,0
2015-01-11,12,1,0.08379888268156425,6,1,1,0.0893854748603352,0.07821229050279331,22.4,-3.92,2.85,16.75,0.0,4.15,0
2015-01-11,12,2,0.027932960893854747,6,1,1,0.0223463687150838,0.07821229050279331,22.4,-3.92,2.85,16.75,0.0,4.15,0
2015-01-11,12,3,0.027932960893854747,6,1,1,0.027932960893854747,0.07821229050279331,22.4,-3.92,2.85,16.75,0.0,4.15,0
2015-01-12,0,1,0.111731843575419,0,1,0,0.07821229050279331,0.07821229050279331,7.12,-3.93,2.85,44.98,0.0,3.32,0
2015-01-12,0,2,0.0446927374301676,0,1,0,0.01675977653631285,0.027932960893854747,7.12,-3.93,2.85,44.98,0.0,3.32,0
2015-01-12,0,3,0.01675977653631285,0,1,0,0.0223463687150838,0.0446927374301676,7.12,-3.93,2.85,44.98,0.0,3.32,0
2015-01-12,1,1,0.10614525139664806,0,1,0,0.111731843575419,0.06703910614525141,6.33,-4.16,2.79,46.48,0.0,3.46,0
2015-01-12,1,2,0.0335195530726257,0,1,0,0.0446927374301676,0.027932960893854747,6.33,-4.16,2.79,46.48,0.0,3.46,0
2015-01-12,1,3,0.011173184357541898,0,1,0,0.01675977653631285,0.0335195530726257,6.33,-4.16,2.79,46.48,0.0,3.46,0
2015-01-12,2,1,0.09497206703910616,0,1,0,0.10614525139664806,0.05027932960893855,5.75,-4.46,2.73,47.32,0.0,3.32,0
2015-01-12,2,2,0.03910614525139665,0,1,0,0.0335195530726257,0.0223463687150838,5.75,-4.46,2.73,47.32,0.0,3.32,0
2015-01-12,2,3,0.01675977653631285,0,1,0,0.011173184357541898,0.0223463687150838,5.75,-4.46,2.73,47.32,0.0,3.32,0
2015-01-12,3,1,0.06703910614525141,0,1,0,0.09497206703910616,0.0335195530726257,5.33,-4.72,2.67,47.64,0.0,3.08,0
2015-01-12,3,2,0.0558659217877095,0,1,0,0.03910614525139665,0.027932960893854747,5.33,-4.72,2.67,47.64,0.0,3.08,0
2015-01-12,3,3,0.01675977653631285,0,1,0,0.01675977653631285,0.0,5.33,-4.72,2.67,47.64,0.0,3.08,0
2015-01-12,4,1,0.07262569832402235,0,1,0,0.06703910614525141,0.0446927374301676,5.02,-4.94,2.62,47.78,0.0,2.95,0
2015-01-12,4,2,0.027932960893854747,0,1,0,0.0558659217877095,0.0335195530726257,5.02,-4.94,2.62,47.78,0.0,2.95,0
2015-01-12,4,3,0.0335195530726257,0,1,0,0.01675977653631285,0.00558659217877095,5.02,-4.94,2.62,47.78,0.0,2.95,0
2015-01-12,5,1,0.0558659217877095,0,1,0,0.07262569832402235,0.027932960893854747,4.61,-5.03,2.6,48.81,0.0,3.06,0
2015-01-12,5,2,0.03910614525139665,0,1,0,0.027932960893854747,0.00558659217877095,4.61,-5.03,2.6,48.81,0.0,3.06,0
2015-01-12,5,3,0.011173184357541898,0,1,0,0.0335195530726257,0.00558659217877095,4.61,-5.03,2.6,48.81,0.0,3.06,0
2015-01-12,6,1,0.0558659217877095,0,1,0,0.0558659217877095,0.0446927374301676,4.22,-4.97,2.61,50.4,0.0,3.28,0
2015-01-12,6,2,0.027932960893854747,0,1,0,0.03910614525139665,0.01675977653631285,4.22,-4.97,2.61,50.4,0.0,3.28,0
2015-01-12,6,3,0.01675977653631285,0,1,0,0.011173184357541898,0.011173184357541898,4.22,-4.97,2.61,50.4,0.0,3.28,0
2015-01-12,7,2,0.0335195530726257,0,1,0,0.027932960893854747,0.01675977653631285,7.32,-3.66,2.9,45.2,0.0,3.07,0
2015-01-12,7,3,0.00558659217877095,0,1,0,0.01675977653631285,0.01675977653631285,7.32,-3.66,2.9,45.2,0.0,3.07,0
2015-01-12,7,1,0.061452513966480445,0,1,0,0.0558659217877095,0.03910614525139665,7.32,-3.66,2.9,45.2,0.0,3.07,0
2015-01-12,8,1,0.08379888268156425,0,1,0,0.061452513966480445,0.0558659217877095,11.5,-4.04,2.81,33.08,0.0,3.99,0
2015-01-12,8,2,0.03910614525139665,0,1,0,0.0335195530726257,0.011173184357541898,11.5,-4.04,2.81,33.08,0.0,3.99,0
2015-01-12,8,3,0.0223463687150838,0,1,0,0.00558659217877095,0.011173184357541898,11.5,-4.04,2.81,33.08,0.0,3.99,0
2015-01-12,9,1,0.111731843575419,0,1,0,0.08379888268156425,0.061452513966480445,14.9,-2.75,3.11,29.32,0.0,2.64,0
2015-01-12,9,2,0.0558659217877095,0,1,0,0.03910614525139665,0.011173184357541898,14.9,-2.75,3.11,29.32,0.0,2.64,0
2015-01-12,9,3,0.011173184357541898,0,1,0,0.0223463687150838,0.027932960893854747,14.9,-2.75,3.11,29.32,0.0,2.64,0
2015-01-12,10,3,0.011173184357541898,0,1,0,0.011173184357541898,0.061452513966480445,19.29,-3.48,2.94,20.98,0.0,2.95,0
